x,y1,y2,time,prey,pred
0,50,15,-0.371528999863384,47.071481348765,15
2.4,44.3831557145849,14.8969057002215,1.91511211270729,43.7708024843254,14.8969057002215
4.8,39.5846947633253,14.6106099024256,4.9684906233376,39.4010315933446,14.6106099024256
7.2,35.612945160056,14.1798758156235,6.6247242809141,34.1660768014672,14.1798758156235
9.6,32.4159118583445,13.6441520013543,10.4457452260816,34.9805059976261,13.6441520013543
12,29.9144490034381,13.039418179666,12.867121872015,32.99428135156,13.039418179666
14.4,28.0240787454356,12.3961896720875,14.6791049938718,30.4245890944229,12.3961896720875
16.8,26.6672001080267,11.7390280005119,16.1303685121463,29.1643030685815,11.7390280005119
19.2,25.7786994470893,11.0869202209919,20.0408336027354,24.0711539908983,11.0869202209919
21.6,25.307642824582,10.4540597907516,21.7876990371078,23.6417546216516,10.4540597907516
24,25.2169321608959,9.85074161390973,24.6786543495064,22.7206119286215,9.85074161390973
26.4,25.482067262234,9.28421966262164,26.6289568696883,25.4264553320527,9.28421966262164
28.8,26.0896238468682,8.7594619330287,29.3747087754336,24.6239293744978,8.7594619330287
31.2,27.0357202975921,8.27978610093328,31.2594852535953,29.2269409031934,8.27978610093328
33.6,28.3245456572365,7.84738354352961,33.2314359495729,29.4850886839263,7.84738354352961
36,29.9669039896745,7.46374970349214,35.8727828676919,31.5083029738911,7.46374970349214
38.4,31.9786564345131,7.13004174414779,37.7566760070537,31.6801478165464,7.13004174414779
40.8,34.378887273923,6.8473839115826,41.3210590062097,37.3429187516655,6.8473839115826
43.2,37.1875702025336,6.61713892572537,43.294646979855,34.9652927573636,6.61713892572537
45.6,40.4224603231938,6.44116078047993,45.2942001230704,39.5171040460515,6.44116078047993
48,44.094889119634,6.32204035749694,47.4052666024485,47.5186839021863,6.32204035749694
50.4,48.2041078907071,6.26334921462919,50.4583518812567,45.1492253667415,6.26334921462919
52.8,52.7298415079031,6.26987672695559,52.7454565695351,52.6648144888517,6.26987672695559
55.2,57.6228382506631,6.34783798661096,55.2639004836723,57.4894166779378,6.34783798661096
57.6,62.7935323788159,6.50499944049205,57.7576611589484,60.420162813536,6.50499944049205
60,68.0996203193065,6.75062005388129,60.0492880530013,69.7599966281067,6.75062005388129
62.4,73.3345604421711,7.09503377550977,61.7234444272243,75.0739662073986,7.09503377550977
64.8,78.2208391743457,7.54861099956878,65.9491778118228,82.1991678827866,7.54861099956878
67.2,82.41408107613,8.11976826667227,67.0201899588011,82.9157659303897,8.11976826667227
69.6,85.5257419092759,8.81173701042271,69.9906033286863,87.988601250637,8.81173701042271
72,87.1710666098187,9.61810911524209,71.958671800035,87.843665131205,9.61810911524209
74.4,87.042277868296,10.5179010524366,74.4621532873968,86.9992290182623,10.5179010524366
76.8,84.9932606972132,11.4719433474842,76.8879605108497,85.5424217849127,11.4719433474842
79.2,81.1060383080562,12.423199030636,79.2397198862786,85.1155441229898,12.423199030636
81.6,75.7037662601905,13.3030583274639,81.70190272601,75.3039940659131,13.3030583274639
84,69.2921875806829,14.0431355294262,84.212465626673,69.727797339576,14.0431355294262
86.4,62.4471454936885,14.5887686465346,86.7632254167592,61.1151299831163,14.5887686465346
88.8,55.6946950071303,14.9089164040736,88.5838061416808,58.0634958158291,14.9089164040736
91.2,49.4292697693791,14.9989818864735,91.3320058206899,53.1953411089772,14.9989818864735
93.6,43.887926122852,14.8768237873133,93.3020069013032,43.411101906719,14.8768237873133
96,39.1694789272172,14.5749812142303,97.0722966015067,38.350476558921,14.5749812142303
98.4,35.2747621540434,14.1325300949646,98.2088854620798,30.5329903066116,14.1325300949646
100.8,32.147929037797,13.5887282014655,101.538593555494,28.1566930868478,13.5887282014655
103.2,29.7085541029662,12.9790893497478,103.405318007172,30.5374344352945,12.9790893497478
105.6,27.8724180148849,12.3335620732334,105.111567779214,34.9799304470833,12.3335620732334
108,26.5629526301127,11.6761487426022,108.06344597813,21.1176473797537,11.6761487426022
110.4,25.7163722327501,11.0253404586005,109.886613270772,25.909023183456,11.0253404586005
112.8,25.2831027392557,10.3949187151409,112.229642239419,26.0699132957944,10.3949187151409
115.2,25.227313018734,9.79485169675015,115.91705239654,29.6637669756865,9.79485169675015
117.6,25.5256300321235,9.23214388113017,117.634488463132,25.6103590811585,9.23214388113017
120,26.1656080176777,8.71157976417179,120.457879399527,26.3033046024308,8.71157976417179
122.4,27.1442003147668,8.23634825589984,122.066973554954,25.1423536335413,8.23634825589984
124.8,28.4662922715032,7.80855687380468,125.229630900781,30.0258402168661,7.80855687380468
127.2,30.1432419038372,7.42965423250569,127.999943141288,30.0156740274878,7.42965423250569
129.6,32.1913038514945,7.10078183630309,129.492225793013,34.3927538865495,7.10078183630309
132,34.6297580886571,6.82307543829178,131.865661560033,30.166657916569,6.82307543829178
134.4,37.47851477824,6.59793403970748,134.374556219348,40.8142570517207,6.59793403970748
136.8,40.7549159483426,6.42727158331329,137.073689929504,44.2362505233112,6.42727158331329
139.2,44.4694071511594,6.31376228031196,138.574429312525,47.1634179518446,6.31376228031196
141.6,48.6197233888257,6.2610841791246,141.495370283978,52.8991159455063,6.2610841791246
144,53.1832571498348,6.27415484900908,143.489428786964,51.4130653433211,6.27415484900908
146.4,58.1074150700152,6.35933431330366,146.255026838752,61.4779320780542,6.35933431330366
148.8,63.2981274104753,6.52453841168431,148.788945123094,65.3895784013143,6.52453841168431
151.2,68.6074016267414,6.77915449159014,151.677199270083,66.6281899592983,6.77915449159014
153.6,73.8220783960627,7.13357720123968,153.7133626508,70.7554575355106,7.13357720123968
156,78.6578374029241,7.59809375111736,156.885972731428,76.9325962953985,7.59809375111736
158.4,82.7647385053654,8.18078510783816,158.196204114925,82.2747323878384,8.18078510783816
160.8,85.7520977209085,8.88416897401507,160.48464229197,85.6983452612473,8.88416897401507
163.2,87.2390269282963,9.70065206458356,163.770611408015,86.5603287082718,9.70065206458356
165.6,86.9295799215636,10.6076253979835,165.904099974121,87.9232116957373,10.6076253979835
168,84.6971940656191,11.5641121712825,167.64576892234,90.0118982942351,11.5641121712825
170.4,80.6474951681696,12.5115949184012,169.57331744313,83.5393329854785,12.5115949184012
172.8,75.1247475588428,13.3809108658477,173.542871446078,78.2096180531982,13.3809108658477
175.2,68.6467799737992,14.1044220448582,175.110948853068,72.0764359478361,14.1044220448582
177.6,61.789531357657,14.6293957564041,177.145821843146,61.9239136932934,14.6293957564041
180,55.0691375661228,14.9273209494555,179.657607748164,56.0154343882854,14.9273209494555
182.4,48.8652190568519,14.9960095378982,182.15776967685,49.6308888546159,14.9960095378982
184.8,43.4002548231279,14.8550901138915,184.78239772801,41.3555344658132,14.8550901138915
187.2,38.7618041386181,14.5380618688571,188.325484163881,38.9515872910224,14.5380618688571
189.6,34.9435918081891,14.0842548905401,189.91195883274,38.6712533713353,14.0842548905401
192,31.8862139856999,13.5327005272623,192.500636412788,29.9752909522799,13.5327005272623
194.4,29.5081538743485,12.9184305231106,195.082369568626,30.3352572228319,12.9184305231106
196.8,27.7255529788261,12.2708235750286,197.049592602946,28.3536146218826,12.2708235750286
199.2,26.4629210153684,11.6133271741574,199.208307635864,31.3322386417335,11.6133271741574
201.6,25.6578120271596,10.9639439609682,201.161554796731,22.8659285839301,10.9639439609682
204,25.2620068110743,10.3360517348578,204.551882409427,19.8341858779859,10.3360517348578
206.4,25.2409291210581,9.739299748346,207.17876300695,26.078842185459,9.739299748346
208.8,25.572318985638,9.18044977654844,208.415317013553,24.1151833510712,9.18044977654844
211.2,26.2446952265453,8.66410850455036,211.138572308624,26.69523707302,8.66410850455036
213.6,27.2558328297264,8.19334075595792,213.321882876548,26.4948378780137,8.19334075595792
216,28.6113002462115,7.7701740313122,215.949938412968,34.3524081021162,7.7701740313122
218.4,30.3229951961363,7.39601331724491,218.7415988202,29.3281487152871,7.39601331724491
220.8,32.4075488858533,7.07198720237041,220.867612394481,31.3431804897256,7.07198720237041
223.2,34.8844152656569,6.79924539902401,223.389898828902,32.6150912520213,6.79924539902401
225.6,37.7734119024517,6.57922548916454,225.611557440116,34.5970427638627,6.57922548916454
228,41.0914283222072,6.41390361254972,227.74210669367,39.1953737538348,6.41390361254972
230.4,44.8479710489158,6.30603955199096,230.09796152763,42.7611264172715,6.30603955199096
232.8,49.0391888833665,6.25942003196654,233.06163948145,48.0821453451213,6.25942003196654
235.2,53.6400532712351,6.27909272650448,235.274978973441,51.9727277341545,6.27909272650448
237.6,58.594523004795,6.37156371929812,237.290871588866,60.6525832498971,6.37156371929812
240,63.8039083493583,6.54489761705404,240.163799635069,63.0471264440079,6.54489761705404
